16.751,645.451,625.153,598.879,602.757,589.107,618.394,589.142,576.088,583.796,554.714,573.63,555.026,553.789,560.064,552.91,518.492,507.822,540.776,564.149,579.091,566.437,594.112,22.034
17.541,789.623,607.775,562.371,576.099,638.952,534.106,523.947,587.283,403.501,481.751,511.096,413.434,460.456,452.339,512.342,589.087,463.578,416.053,537.544,539.672,562.92,526.724,24.504
18.759,563.574,552.618,2114.185,553.054,552.577,541.395,507.472,587.524,521.29,612.69,509.756,511.368,500.296,552.849,538.988,447.486,483.897,452.357,1972.576,451.996,541.554,517.574,20.193
17.629,509.048,548.254,545.264,614.205,594.343,558.726,571.266,611.44,583.635,530.136,501.466,587.742,566.805,559.034,554.187,512.94,551.85,505.27,400.576,542.12,572.857,524.581,21.618
16.812,554.513,583.607,2019.568,415.64,521.362,500.241,494.685,421.039,506.071,584.733,505.544,545.856,502.109,513.517,530.584,536.111,503.036,584.419,1949.735,608.896,556.324,546.379,21.1
18.796,525.086,646.816,558.435,595.768,575.3,486.631,605.588,603.539,549.869,451.478,542.993,584.645,525.188,458.304,523.576,552.075,558.916,563.103,553.076,683.753,577.913,619.336,20.775
17.548,518.573,490.252,1962.283,543.963,482.989,479.701,495.364,546.91,530.816,455.405,477.254,988.777,471.685,551.122,496.287,414.158,482.377,478.439,1928.546,459.069,526.128,574.095,22.422
17.288,615.926,597.704,453.127,669.628,600.463,584.831,517.499,500.894,528.424,514.312,445.301,501.724,514.517,578.416,571.3,666.584,497.101,601.211,491.832,542.062,497.865,678.167,20.497
13.545,537.014,508.112,2009.511,591.557,511.168,561.486,517.106,493.84,503.728,514.667,483.879,440.614,486.319,483.144,490.105,544.303,457.892,522.989,1837.744,575.045,522.5,597.239,20.534
15.093,605.524,649.595,641.241,592.883,530.469,547.153,589.299,623.233,492.676,525.098,585.552,573.653,602.842,641.155,600.517,495.743,415.591,598.431,675.72,638.235,680.846,549.762,18.086
13.029,565.959,563.92,2023.709,505.835,543.744,623.867,527.294,486.051,523.19,560.988,506.109,535.278,512.412,543.704,508.047,524.891,488.76,507.038,2048.648,593.296,542.972,534.94,20.049
15.263,559.856,620.496,554.263,548.832,560.033,634.774,613.447,562.039,462.431,653.573,482.325,611.695,433.517,578.815,498.662,540.499,556.13,544.582,528.729,636.44,604.705,533.812,21.659
14.685,559.129,590.429,2037.749,603.509,545.51,597.279,539.025,525.059,514.202,511.131,498.864,578.579,505.088,482.708,496.172,401.583,467.244,614.604,1981.059,573.737,536,557.446,19.441
14.46,537.168,567.455,591.094,636.344,468.592,604.567,607.72,598.656,568.635,823.948,551.423,535.755,559.043,557.996,528.285,581.131,488.396,576.184,503.772,554.945,549.237,594.479,19.731
13.281,597.185,620.679,2261.852,529.202,553.088,614.796,568.109,543.415,542.614,431.206,512.5,522.053,511.981,617.635,542.832,519.853,516.87,597.648,1991.408,530.321,581.034,633.839,20.665
9.739,651.354,631.111,631.312,643.439,617.48,631.962,620.91,586.81,618.082,618.546,598.966,578.778,596.108,594.493,609.48,585.728,579.627,584.307,595.06,614.36,594.891,607.582,11.172
