14.013,582.312,573.815,588.754,583.273,600.692,594.668,599.528,576.836,580.716,598.614,576.407,562.418,548.546,550.704,546.416,525.368,531.19,541.774,554.822,558.986,585.24,608.829,16.079
15.725,771.431,634.717,642.08,652.77,661.617,595.235,550.72,619.01,579.702,627.955,526.415,629.371,576.662,630.22,549.328,597.635,480.056,506.062,464.78,577.153,539.739,702.769,13.672
15.16,550.778,590.967,2151.978,582.253,544.29,613.806,559.832,580.965,558.2,567.178,538.281,588.677,530.603,589.411,534.565,548.305,489.645,553.431,2172.987,562.228,565.297,615.499,14.406
18.534,672.677,680.394,605.667,633.82,616.824,708.601,508.23,604.151,687.879,728.506,600.677,663.599,614.568,656.573,636.044,670.865,553.508,609.782,596.388,664.32,622.645,820.455,17.283
15.604,537.377,471.317,2230.06,585.801,548.957,707.994,587.359,531.701,541.112,629.074,535.488,575.033,530.037,415.102,539.561,483.318,516.413,621.916,2198.886,572.472,589.866,548.426,14.759
14.975,557.749,644.615,579.689,586.568,524.766,637.303,615.176,582.242,584.719,699.923,622.461,668.597,549.371,613.669,462.735,573.846,543.587,626.1,564.148,699.33,498.216,553.212,15.909
16.106,558.122,710.998,2082.796,551.934,528.149,640.414,569.982,536.015,547.029,614.772,534.551,590.789,523.61,633.008,518.342,609.947,517.896,517.236,2058.145,566.635,554.783,648.168,15.354
17.65,735.604,680.021,586.56,692.485,629.437,659.28,628.423,722.532,579.396,698.611,611.679,596.734,630.444,650.531,626.507,563.51,549.131,727.158,641.672,701.6,594.094,542.271,14.173
18.536,608.815,665.753,2121.817,683.818,558.213,640.891,567.339,653.252,535.4,569.026,539.387,599.369,541.494,548.298,529.49,636.974,530.124,550.525,2120.833,575.841,586.174,566.314,15.543
17.257,649.431,652.464,527.468,719.856,680.685,669.871,683.794,538.059,649.247,646.545,521.515,720.593,636.768,568.29,609.743,652.325,627.755,650.33,620.68,668.005,644.802,675.384,15.961
16.128,580.076,696.629,2211.038,552.672,586.224,722.962,615.229,591.059,579.617,654.245,565.128,679.813,583.669,626.271,582.995,606.029,549.898,636.557,2148.732,609.115,590.812,542.122,17.775
14.7,706.501,646.59,757.051,691.364,645.023,744.308,602.543,662.667,565.619,710.035,558.274,690.911,533.152,684.93,647.57,617.881,589.357,625.903,604.832,718.325,665.271,758.176,15.313
16.523,571.189,649.513,2158.137,650.85,590.501,650.578,607.54,666.853,567.174,583.807,543.389,592.734,567.555,599.79,574.971,598.572,526.215,556.942,2179.592,645.345,575.918,674.563,15.189
15.732,788.222,698.142,627.693,760.024,675.692,674.472,623.763,654.468,651.793,706.974,611.978,711.225,748.896,654.269,643.318,599.642,577.038,548.277,564.341,614.378,622.229,691.325,14.07
13.453,574.775,694.284,2317.241,647.562,586.614,747.6,619.701,687.75,590.216,588.349,609.333,620.429,592.877,698.334,598.495,623.555,554.13,586.179,2179.333,596.49,568.278,568.655,14.98
15.542,713.361,704.686,719.018,720.06,692.017,719.764,677.417,665.557,666.007,657.299,667.121,675.546,651.277,667.846,655.012,634.695,652.202,648.027,621.574,623.882,663.7,678.355,20.381
