9.404,690.605,652.328,620.784,629.137,608.326,618.778,591.953,600.405,626.7,626.955,614.717,643.195,624.792,617.955,618.002,618.018,588.638,594.998,600.711,604.866,628.897,634.336,12.426
10.685,986.621,781.075,751.534,723.572,690.255,697.534,656.414,716.856,625.496,661.632,593.148,686.413,695.981,742.078,589.786,647.942,538.451,565.076,501.141,540.519,574.653,784.44,16.254
12.329,619.505,648.694,2235.752,647.987,580.683,657.983,570.823,582.73,569.007,599.688,561.589,629.253,553.187,653.47,582.233,577.924,577.209,591.657,2138.029,553.46,621.035,634.857,16.116
13.899,794.136,784.326,736.574,690.772,705.681,743.535,546.1,633.416,734.824,731.288,612.238,865.498,677.875,673.647,708.232,685.872,602.395,678.381,636.858,682.021,639.966,766.032,16.264
12.586,626.046,547.691,2185.582,652.99,551.18,762.141,563.781,563.53,572.065,667.341,555.387,633.184,573.429,464.716,580.007,547.753,556.154,661.07,2156.098,629.904,605.805,582.957,15.081
15.276,652.435,771.095,647.795,645.002,559.886,693.432,662.534,635.506,663.726,649.075,706.52,683.187,693.29,658.742,510.956,681.258,607.315,731.148,606.976,804.654,533.925,589.715,15.178
16.219,649.626,783.919,2243.237,645.754,562.896,740.324,565.03,544.442,581.176,655.997,572.873,642.09,581.062,676.919,577.41,680.661,586.224,580.909,2236.027,582.55,595.043,659.069,16.196
17.91,763.546,645.795,683.242,754.668,673.849,666.722,692.564,752.537,640.812,715.446,668.35,594.22,696.349,782.801,730.72,596.519,630.201,841.853,666.862,754.875,613.992,608.591,16.23
16.967,618.199,691.978,2161.23,787.286,573.692,684.906,586.777,664.168,550.778,626.815,556.237,623.479,581.301,617.386,576.107,685.872,583.696,575.886,2330.846,532.168,606.193,646.615,16.951
18.002,721.443,719.033,587.509,763.538,705.444,730.743,710.299,531.406,725.044,684.41,551.246,717.951,661.926,592.555,643.727,677.453,690.753,716.68,695.002,655.537,727.399,926.909,17.161
17.476,652.675,751.425,2264.941,623.399,594.809,709.373,612.273,568.725,580.939,666.004,573.167,746.209,583.288,668.343,596.745,627.137,576.091,670.583,2311.557,634.446,676.591,576.041,18.616
18.161,752.112,707.975,788.675,715.334,675.107,809.886,661.803,692.996,617.805,784.688,579.129,837.396,544.773,773.143,716.939,689.286,643.989,685.113,695.243,735.357,712.895,837.686,16.283
15.74,620.91,703.785,2201.703,664.999,600.784,654.42,597.022,628.585,568.92,639.926,576.104,627.111,593.606,654.06,599.461,654.665,542.125,578.429,2154.827,664.665,597.741,688.44,14.802
19.763,813.186,768.604,735.726,827.333,725.227,725.609,664.794,695.487,672.06,767.49,685.639,734.538,860.959,666.391,679.465,689.18,631.064,594.432,596.667,638.922,646.401,720.848,15.184
16.859,664.249,742.165,2420.007,718.831,629.354,743.789,608.574,706.072,604.159,611.109,604.836,680.206,608.431,704.371,633.319,655.921,618.986,617.846,2323.386,616.044,609.284,648.618,16.769
19.605,816.835,765.846,774.528,727.875,723.801,696.551,693.326,669.088,688.458,669.459,653.642,672.748,674.616,666.698,653.756,634.217,638.432,668.06,659.064,645.909,682.314,690.552,17.008
