Plate_number_384,Well_number_384,Well_ID_384,Target_ID,Target_flag,Gene_symbol,Entrez_ID,TSS_ID,Is_main_TSS,Is_NT_ctrl,Is_pos_ctrl,Passes_cutoffs,Mean_logFC,p_value_log2_used,Hit_strength_log2_used,CellTiterGlo_raw,CellTiterGlo_foldNT,Raw_rep1,Raw_rep2,DeltaNT_rep1,DeltaNT_rep2,FoldNT_rep1,FoldNT_rep2,PercActivation_rep1,PercActivation_rep2,Raw_log2_rep1,Raw_log2_rep2,Log2FC_rep1,Log2FC_rep2,PercActivation_log2_rep1,PercActivation_log2_rep2,Raw_Glo_rep1,Raw_Glo_rep2,DeltaNT_Glo_rep1,DeltaNT_Glo_rep2,FoldNT_Glo_rep1,FoldNT_Glo_rep2,PercActivation_Glo_rep1,PercActivation_Glo_rep2,Raw_log2_Glo_rep1,Raw_log2_Glo_rep2,Log2FC_Glo_rep1,Log2FC_Glo_rep2,PercActivation_log2_Glo_rep1,PercActivation_log2_Glo_rep2,SSMD_deltaNT,SSMD_act,SSMD_log2,SSMD_act_log2,SSMD_deltaNT_Glo,SSMD_act_Glo,SSMD_log2_Glo,SSMD_act_log2_Glo,p_value_deltaNT,p_value_act,p_value_log2,p_value_act_log2,p_value_deltaNT_Glo,p_value_act_Glo,p_value_log2_Glo,p_value_act_log2_Glo,Hit_strength_deltaNT,Hit_strength_act,Hit_strength_log2,Hit_strength_act_log2,Hit_strength_deltaNT_Glo,Hit_strength_act_Glo,Hit_strength_log2_Glo,Hit_strength_act_log2_Glo
IX,319,PlateIX_N7,PITX2_1,,PITX2,5308,P1,Main,FALSE,FALSE,TRUE,-1.32757204941408,0.0477290367012079,-1.75401119952112,7932413,0.692635537906047,1275.27106017228,1320.42586068818,-2150.47831787656,-1775.96845805314,0.372260466087751,0.426439827994818,-0.438369018589808,-0.3507207596169,10.316588210651,10.3667875839556,-1.42556262678519,-1.22958147204297,-1.11182119287866,-0.879590113690201,1841.18629550491,1906.37902392367,-1577.814064024,-1159.63046696121,0.538515970135375,0.621778578830646,-0.345177055374098,-0.23852783307611,10.8464198939699,10.8966192672745,-0.892917431202154,-0.685438326519554,-0.729121941264364,-0.50012510973612,-10.1859661795282,-8.80288873289447,-13.3132067846961,-8.5079997735805,-6.45335063638389,-5.4015144813584,-7.52272755718553,-5.3354744786199,0.0623000528743993,0.0720107147557634,0.0477290367012079,0.0744842803188678,0.0978710853006121,0.116540007672097,0.0841329462331764,0.117949893875425,-1.60040348516235,-1.51688764492656,-1.75401119952112,-1.49741547621715,-0.796553216273206,-0.736717245946049,-0.848392974763994,-0.732595754905949
II,191,PlateII_H23,ZNF678,,ZNF678,339500,,Single,FALSE,FALSE,TRUE,-1.29626981264703,0.0469680549810831,-1.72170222628097,9410987,0.744387788052706,1122.56993116884,987.622690705704,-1481.50390791912,-1580.37146564127,0.431082219835213,0.38458915035485,-0.313973695380171,-0.362284915424339,10.132589605983,9.94781617266342,-1.21396208862464,-1.37857753666941,-0.813996992081391,-0.962496664365812,1508.04452892148,1326.75831946316,-1176.72499402591,-1386.26059338959,0.56170353396515,0.489033936762375,-0.270493287874035,-0.351568769981901,10.5584633132062,10.3736898798865,-0.832052512029806,-1.03002443671703,-0.59874437812883,-0.794333089132811,-14.7301450209082,-10.1880815545953,-13.5297128083583,-10.7895274947569,-8.33358441422466,-6.22853212505026,-7.93464477769304,-6.35788256009886,0.0431526270530847,0.0622871997724544,0.0469680549810831,0.0588354075327932,0.0760285466977743,0.101345362032182,0.0798121375002233,0.0993171303432254,-1.76939890938571,-1.56278443275584,-1.72170222628097,-1.59488012627256,-1.04185375632457,-0.925634840248146,-1.02221605712906,-0.933809093473981
VI,335,PlateVI_N23,ZBTB7B,,ZBTB7B,51043,,Single,FALSE,FALSE,TRUE,-1.07858434391718,0.0265123100895499,-1.70044476767342,4744693,0.497618852469117,1191.20241054514,955.12912622287,-1288.03284956575,-1092.76234949047,0.480471712269799,0.466396358181125,-0.287009219635953,-0.289645435208394,10.2182028631692,9.89955197754964,-1.05739638539026,-1.09977230244411,-0.709340437893216,-0.730071374635281,2393.80482599193,1919.3989968098,-107.04756109504,-57.7664432368031,0.957195569939363,0.970783202019027,-0.026522153460656,-0.0175285050173795,11.2250898145324,10.9064389289128,-0.0625408017610081,-0.042006590384851,-0.0450979586092685,-0.0297284055930634,-10.6886149493912,-20.8302362703751,-23.9983497750385,-25.6221482186139,-2.07057689232038,-2.3258969992881,-2.12821238720303,-2.17493849909031,0.0593876778755696,0.0305388460268222,0.0265123100895499,0.024833859364152,0.286428375332676,0.258498704133263,0.279642165890351,0.274357478606214,-1.322671924023,-1.63421424029366,-1.70044476767342,-1.73108017984354,-0.0283837785177255,-0.0307129725813517,-0.028928124506312,-0.0293612567312548
IV,191,PlateIV_H23,ZNF131,,ZNF131,7690,,Single,FALSE,FALSE,TRUE,-1.0449589615221,0.0237565464959282,-1.69723978855728,4868893,0.626478276430189,1602.89416839088,1318.26526519016,-1684.62708331242,-1418.21732434417,0.487569218772473,0.481737128616078,-0.246124679551992,-0.266629465777615,10.6464634588894,10.3644249875332,-1.036320721788,-1.0535972012562,-0.638207663844247,-0.676374703461767,2558.57901015262,2104.247369441,-794.653536901634,-805.24228139274,0.763018661619601,0.723235901127199,-0.138984547504535,-0.187379548546345,11.3211270698159,11.0390885984597,-0.390136929977727,-0.467402405401852,-0.271730522088819,-0.357220702231483,-8.25665202123014,-14.9723627971364,-26.7852164356145,-19.8985230014475,-8.94594166353365,-5.42029682562578,-7.09041343143646,-5.9788392040891,0.0767301426302849,0.0424566036189751,0.0237565464959282,0.0319664249321761,0.0708687701906473,0.116145091081741,0.0891976816016851,0.105502258437231,-1.16516476496252,-1.43374090758153,-1.69723978855728,-1.56253333357949,-0.492890072077757,-0.400899271021434,-0.450056552493806,-0.418795732097859
IV,190,PlateIV_H22,ZBTB47,,ZBTB47,92999,,Single,FALSE,FALSE,TRUE,-1.22580024119362,0.0419771536495767,-1.6879110126789,4745000,0.610537019741705,1337.69924674013,1229.33961305696,-1949.82200496317,-1507.14297647737,0.406902083460921,0.449240794645858,-0.284869761924625,-0.283347777361607,10.3855380777648,10.2636678093147,-1.29724610291261,-1.15435437947463,-0.798895928031318,-0.741057493486152,2191.0206973298,2013.53820211761,-1162.21184972446,-895.951448716131,0.653405532298844,0.692058898212823,-0.203270331707286,-0.208487534570966,11.0973873973764,10.9755171289263,-0.613876602417298,-0.530973874935242,-0.427565290172571,-0.40580634219857,-6.70005149671193,-20.6835642980137,-15.1438777021877,-19.4742810055915,-6.42028522330797,-11.373982277933,-9.1867044064316,-12.8118209834717,0.0943208842774492,0.0307550684947116,0.0419771536495767,0.0326615965693393,0.0983671712026622,0.0558280278002023,0.0690261753723134,0.0495894893595525,-1.25692592798832,-1.85351207558612,-1.6879110126789,-1.82149330101682,-0.576517974762525,-0.717333379232919,-0.664577796620544,-0.746791898860115
VI,345,PlateVI_O9,PRDM10,,PRDM10,56980,,Single,FALSE,FALSE,TRUE,-1.06147650594087,0.0264561985804608,-1.67445005936357,5306947,0.556587512881113,1203.9345139655,967.708893664138,-1275.30074614539,-1080.1825820492,0.485607208535607,0.472539148260803,-0.284172156071748,-0.286311066837224,10.2335412058738,9.91842931079767,-1.04205804268567,-1.08089496919608,-0.699050912715188,-0.717539870974739,2163.06418326467,1738.64643253475,-337.788203822299,-238.519007511854,0.864930770977747,0.879363151570042,-0.0836905622821279,-0.0723756109195287,11.0788607587941,10.763748863718,-0.208769857499341,-0.184696655579737,-0.150543231414697,-0.130711325019535,-10.5813205744346,-20.6393096178324,-24.0493072165255,-25.574711066076,-4.91269193406093,-7.74699706177223,-7.75978606684331,-7.68125540413309,0.0599863273339783,0.030820910437393,0.0264561985804608,0.0248798755058667,0.127840184871721,0.0817244236916679,0.0815912038918119,0.0824161230937625,-1.29706880364626,-1.60405503738579,-1.67445005936357,-1.70276944458683,-0.175748233536197,-0.213976559236427,-0.214115949749589,-0.213256453644935
IX,47,PlateIX_B23,SIX5,,SIX5,147912,,Single,FALSE,FALSE,TRUE,1.15844482591319,0.0359211935823198,1.67354643862767,5684347,0.496340866516862,7321.00339960203,7219.00288947542,3895.25402155319,4122.60857073411,2.13705166131323,2.33142234042399,0.794036688671367,0.814138563652208,12.8378256791308,12.8175838661303,1.09567484169465,1.22121481013173,0.854535947148986,0.873604960799532,14749.9508774648,14544.4459170484,11330.9505179359,11478.4364261635,4.3141121165302,4.74377067660371,2.4788625120984,2.36103366187795,13.8484225293489,13.8281807163484,2.10908520417693,2.24612312255439,1.72219764630542,1.63886746580446,32.7261608196292,58.4434114998355,17.7038664133854,49.5166115329687,139.30080623523,40.6337750537008,30.988127102678,38.593349234849,0.0194468806884852,0.0108918634092182,0.0359211935823198,0.0128549435398548,0.00457002980875989,0.015664094564804,0.0205368630533918,0.0164918922276978,1.98227292212903,2.27390881598724,1.67354643862767,2.19053787365063,5.09577005671077,3.93078174200024,3.67463275392216,3.8820792073065
IX,109,PlateIX_E13,ONECUT2,,ONECUT2,9480,,Single,FALSE,FALSE,TRUE,-1.09218910757261,0.029881729407403,-1.66514525658419,3307293,0.288783333150695,1554.35871962579,1501.34300153316,-1871.39065842305,-1595.05131720815,0.453728089271692,0.484868155339936,-0.381477776135448,-0.314992987100924,10.6021037763761,10.5520379019135,-1.14004706106012,-1.04433115408509,-0.889142616080006,-0.747069941632812,5382.43915487561,5198.85612910257,1963.4387953467,2132.84663821769,1.57427276656304,1.69564254271181,0.429539853420099,0.438711556303694,12.3940443903773,12.3439785159148,0.654707065205313,0.761920922120712,0.534608542359075,0.555930081588451,-11.9110015529301,-10.0807492276342,-21.2890011942629,-11.2804578722416,22.2945948190504,44.0948901872466,12.6868773643778,32.9526031065846,0.053322997427785,0.0629460961479924,0.029881729407403,0.0562884899727508,0.0285357665917326,0.0144350210134606,0.0500758571554543,0.0193133287084617,-1.39045005682659,-1.31175319363977,-1.66514525658419,-1.36477810389949,1.09406920071917,1.30371039760057,0.921071406973173,1.21415138043605
VI,141,PlateVI_F21,CENPBD1,,CENPBD1,92806,,Single,FALSE,FALSE,TRUE,-1.09670537627686,0.0319845320046778,-1.63964033926962,4570613,0.479361508982864,1190.40371482115,932.059055864043,-1288.83154528974,-1115.83241984929,0.480149558202035,0.455131078437338,-0.287187191056904,-0.295760342601101,10.2172352183592,9.86427755764031,-1.05836403020029,-1.13504672235344,-0.709989569668922,-0.753487898378816,2483.31101374205,1944.37608860532,-17.5413733449273,-32.7893514412908,0.992985842173052,0.983415979878488,-0.00434605880793277,-0.00994951876990606,11.2780492428681,10.9250915821492,-0.00958137342536602,-0.023353937148503,-0.00690909566219378,-0.0165277712231552,-11.8165971677873,-20.1988125133305,-19.8872390936048,-21.5348932701831,-0.782252781025437,-0.812974947424329,-0.705195150852049,-0.72677294026721,0.0537469885827238,0.0314919706867727,0.0319845320046778,0.0295410229700345,0.577395625462122,0.565441704492688,0.608985500423661,0.599904003938765,-1.39242744505644,-1.64703231118643,-1.63964033926962,-1.67749254430182,-0.00392797235664473,-0.00407759174537839,-0.00354701845797413,-0.00365447306900756
I,138,PlateI_F18,NKX2-8,,NKX2-8,26257,,Single,FALSE,FALSE,TRUE,-1.11134839418201,0.0335524210484165,-1.63843441731903,7559960,0.679435416738097,1437.33972938848,1277.64750651316,-1714.70402449047,-1441.81650730797,0.456002467484681,0.469815926969347,-0.357514255498068,-0.353571644352037,10.4891853819315,10.319274146964,-1.13286459901378,-1.08983218935024,-0.849210330066292,-0.825605570347613,2115.49132408935,1880.45467610007,-1188.48604535022,-886.190320411472,0.640286263355425,0.679687736760999,-0.278922836188584,-0.245958628673456,11.0467770536847,10.8768658187172,-0.643165291613053,-0.556954723463351,-0.538300698321987,-0.463203445279814,-8.84000150640754,-15.2679998656946,-18.9563135581911,-19.7483660963625,-5.29648741997427,-7.18106107247336,-8.08078978292584,-7.94188320376259,0.0717109499980194,0.0416368740391091,0.0335524210484165,0.0322090689702844,0.118798169132461,0.0880861311567327,0.0783833718275465,0.0797401535657836,-1.2718432436375,-1.53424077819726,-1.63843441731903,-1.65815606334271,-0.555169669869973,-0.633118792083453,-0.663531989911897,-0.659059667033246
IV,69,PlateIV_C21,RFX3,,RFX3,5991,,Single,FALSE,FALSE,TRUE,-1.16100141795784,0.03881511224022,-1.63817201814297,4955547,0.637628007707049,1410.493262462,1275.47550219062,-1877.0279892413,-1461.00708734371,0.42904460670215,0.466100353449596,-0.274234527592751,-0.274674080276027,10.461984059245,10.3168194743061,-1.22080012143242,-1.10120271448326,-0.751817441395852,-0.706935875087611,2212.09427034773,2000.34422386386,-1141.13827670653,-909.145426969881,0.659690086895704,0.687524089762836,-0.199584573229924,-0.211557767898061,11.111197153266,10.9660325683271,-0.600066846527675,-0.540458435534443,-0.417946789873149,-0.413055088371989,-6.76702974447627,-20.0088695100881,-16.3810093391424,-20.7924410921194,-7.00394420734369,-10.8849219796088,-10.3213747261571,-13.5133861077476,0.0934007255529486,0.0317904276775532,0.03881511224022,0.0305942722477389,0.0902842791094023,0.0583226721452182,0.0614878307557003,0.0470245951221854,-1.19542481984554,-1.73883603749476,-1.63817201814297,-1.75817395984778,-0.595575382330098,-0.703796815952264,-0.6907082857729,-0.757123414864125
VIII,95,PlateVIII_D23,ZNF625,,ZNF625,90589,,Single,FALSE,FALSE,TRUE,-1.11983946092486,0.0351445726651499,-1.62840529444709,7233467,0.673538526002142,1341.10592944458,1445.90822663981,-1551.22921799884,-1720.68413509729,0.46367584013561,0.456613312187308,-0.362855647580414,-0.366953280379087,10.3892074800318,10.4977602704412,-1.10873563753111,-1.1309432843186,-0.846871302660285,-0.862775916702299,1991.13469782472,2146.73425620083,-1105.34279813421,-1049.42348469032,0.643032187517352,0.67166092234305,-0.300181098377,-0.241713816494922,10.9593751055751,11.0679278959846,-0.637013648822789,-0.574175866604726,-0.563717057617557,-0.463866464904154,-10.654188466376,-12.222594878702,-18.0959071172818,-18.1388579041021,-12.5549735894761,-7.2176848900685,-12.8460647809941,-8.52667207414429,0.059578458358153,0.051969732012784,0.0351445726651499,0.0350615226234543,0.0505997574896743,0.087644806871201,0.0494578304447514,0.0743226491032755,-1.37170338131159,-1.43815329314308,-1.62840529444709,-1.62955592343828,-0.784760914300459,-0.640279477783944,-0.790764401654571,-0.683643094915052
V,318,PlateV_N6,ZNF691,,ZNF691,51058,,Single,FALSE,FALSE,TRUE,-1.15267433087984,0.0407012505745583,-1.6026694524713,4586507,0.521907656338927,1184.60851118711,1102.77614144802,-1477.25273435472,-1323.4993436857,0.445030150677888,0.454513985821047,-0.277458672535708,-0.266979302360195,10.2101946414347,10.1069242447661,-1.16795609839849,-1.13739256336118,-0.736851071754493,-0.708309907396694,2269.76649374507,2112.97176436109,-734.919294118042,-521.380743315181,0.75540893590717,0.80208391177873,-0.169795140585193,-0.128295573434456,11.1483281700004,11.0450577733318,-0.404660864980213,-0.317961051984845,-0.314386412134663,-0.236162150350342,-9.95473050251974,-10.8725860532348,-15.6199659101728,-15.2482597600321,-3.61596952338876,-4.11161535815998,-5.31749645866043,-4.77394882748687,0.0637376606958478,0.0583884742022624,0.0407012505745583,0.0416906224610794,0.171764848992451,0.151885482170174,0.118339564593954,0.131452251865665,-1.37814190246477,-1.42202305399823,-1.6026694524713,-1.59064633766432,-0.276426624290885,-0.295727143076945,-0.334888299995031,-0.318398767631025
I,176,PlateI_H8,ZNF674,,ZNF674,641339,,Single,FALSE,FALSE,TRUE,-1.07223078227435,0.0327047219094352,-1.59268038776264,5984560,0.537849673489561,1490.66034229139,1300.59755502222,-1661.38341158756,-1418.86645879891,0.472918670769389,0.478255107775721,-0.34639695539705,-0.34794368382573,10.5417358512605,10.3449589014503,-1.08031412968476,-1.06414743486395,-0.809817801212547,-0.80614800928077,2771.51854089639,2418.14324546106,-532.458828543187,-348.501751050488,0.838843076387807,0.874034525033059,-0.124961439128343,-0.0967252866617595,11.4364609436562,11.239683993846,-0.253481401641531,-0.194136548334555,-0.212152641466487,-0.161457860495575,-9.21027646804849,-14.9538593673214,-19.4485565396042,-19.8182570796163,-2.84487926163838,-3.118592250716,-3.3228697874144,-3.29808285532808,0.0688508912439275,0.0425089821502906,0.0327047219094352,0.032095673318309,0.215189132702802,0.197542643122226,0.186098762183089,0.18741824513998,-1.24602913471741,-1.47058520530094,-1.59268038776264,-1.60143404737494,-0.149320796916156,-0.157637420892321,-0.163437962217995,-0.162751230644028
IX,231,PlateIX_J15,ZFP42_1,,ZFP42,132625,P2,Other,FALSE,FALSE,TRUE,-1.18895092927073,0.0469409441209546,-1.57945969774889,6925800,0.604740979627473,1594.68878597063,1279.67243756739,-1831.06059207821,-1816.72188117393,0.465500715314701,0.413278253942661,-0.373256604382037,-0.358768803178203,10.639059184674,10.3215588502194,-1.10309165276224,-1.27481020577921,-0.86032044764976,-0.911944819704948,2636.97820999823,2116.06701162484,-782.02214953068,-949.942479260035,0.77127169719326,0.690169752545067,-0.171082327738851,-0.195396488433607,11.3646699345686,11.047169600114,-0.374667390603394,-0.534887993679996,-0.305938943086165,-0.390277149942986,-39.4734341170723,-30.8516064015829,-13.537555347198,-29.8737560646731,-9.49730246936292,-12.2515763391869,-5.57223680019018,-7.90667355793073,0.0161243542099529,0.0206276767783244,0.0469409441209546,0.0213023815485133,0.0667855578885568,0.0518473396182038,0.113045175128672,0.0800915219912002,-2.13121554959793,-2.00403586111608,-1.57945969774889,-1.98741689358223,-0.534508153728028,-0.584513726627703,-0.4305598563854,-0.498624379922778
VIII,40,PlateVIII_B16,HNF4A,,HNF4A,3172,,Single,FALSE,FALSE,TRUE,1.10119954832162,0.0376145693500596,1.568817225875,8199133,0.763455747474277,6305.14829833537,6685.08959713531,3412.81315089195,3518.49723539821,2.17995079301532,2.11113046248493,0.798307891296293,0.750355092023393,12.6223145880874,12.7067311808785,1.12437147052454,1.07802762611869,0.858814220166584,0.822407530290386,8258.69517544998,8756.35505954528,5162.21767949105,5560.19731865414,2.66712585065709,2.73965047078805,1.40191818837241,1.28068080614122,13.0116981471048,13.0961147398958,1.41530939270686,1.45401097730656,1.25245989304877,1.17466959376637,25.0168702631322,20.2514142767936,16.9051193222493,16.8491788764119,24.9482327855078,20.6250658667403,35.7581039471933,23.5690090793766,0.0254340777884839,0.0314103051499811,0.0376145693500596,0.0377391604497849,0.0255039771784852,0.0308421622004364,0.0177988712339557,0.0269946933704337,1.75595518582955,1.65502346344165,1.568817225875,1.56723574846429,2.28597618904947,2.16756377663244,2.51009227535795,2.25058242269483
I,181,PlateI_H13,LTF,,LTF,4057,,Single,FALSE,FALSE,TRUE,1.13226749757268,0.0442320062518752,1.53338838758935,11134253,1.00066744098149,6642.18973237143,6200.84062445044,3490.14597849248,3481.37661062931,2.10726444523413,2.28017013387047,0.727692314976105,0.853725870518143,12.6974432182889,12.598248094116,1.0753932373436,1.18914175780175,0.806129035041472,0.900837825096178,6637.75941970946,6196.7046897903,3333.78205026989,3430.05969327876,2.00902084896404,2.23979032279302,0.78239702378824,0.951999541176683,12.696480625696,12.5972855015231,1.00653828039824,1.16346495934255,0.842427702942902,0.967620804575635,30.2509822448417,11.7747681827117,14.3695728704201,13.6645106364186,25.3269117347315,9.54451928507891,10.9531210459824,11.2392938598571,0.0210369379170869,0.053937009966108,0.0442320062518752,0.0465063787563435,0.0251230495893939,0.0664575701244278,0.0579615386184998,0.0564935684268071,1.8988323794787,1.43584328330871,1.53338838758935,1.50873225970348,1.73592408586566,1.27754117017193,1.34199520606397,1.35408309803394
X,90,PlateX_D18,ESRRB_1,,ESRRB,2103,T1,Other,FALSE,FALSE,TRUE,1.01472823976569,0.0442416400343741,1.3741133046467,7629693,0.700419492880473,7500.3716200122,8905.95053661923,3851.93056658307,4419.51444043128,2.05577437326627,1.98508355979627,0.774163414006867,0.35569521618061,12.8727463630795,13.1205538837804,1.04025601559188,0.989200463939495,0.837800002587153,0.516780936634984,10708.3993181957,12715.1665925138,6357.40197251629,7894.47096832554,2.46113671589097,2.63762070534268,1.81357392632766,0.759230428854381,13.3864552230094,13.6342627437103,1.29933207463139,1.3994279825847,1.52407390246311,0.843877810678677,12.269021398249,2.65005899691338,14.3664337483384,3.93215108282521,9.03007482682706,2.42817011733231,18.2936611779228,3.40653132214043,0.0517739438522666,0.229711149109578,0.0442416400343741,0.158540288789292,0.0702138525547628,0.24870520990616,0.0347654196083371,0.181775539540337,1.30482762945571,0.648226589237233,1.3741133046467,0.811640890140434,1.55661403117581,0.815450749842239,1.96854646116475,0.999168085948849
X,176,PlateX_H8,ZNF284_2,,ZNF284,342909,T1,Other,FALSE,FALSE,TRUE,-1.02138083863595,0.0499910278978182,-1.32892671211704,5906120,0.542192402143994,1854.96480339282,2140.75798649005,-1793.47625003631,-2345.67810969789,0.508426688612485,0.477162259885752,-0.360453978250181,-0.188786911676591,10.8571760976794,11.0639059923772,-0.975314249808216,-1.06744742746368,-0.785497289864451,-0.557658939196601,3421.22979971265,3948.33638026805,-929.767545966719,-872.359243920202,0.786309328161278,0.819038721394675,-0.265234475686849,-0.0838969052560973,11.7402992960381,11.9470291907359,-0.346823852339906,-0.287805570389686,-0.406813002174925,-0.173551435060629,-6.2593521125451,-2.88953334485902,-12.7084945768658,-5.16868449145612,-4.96691796595797,-1.66590828346009,-5.14289208556181,-2.12007422277822,0.100854682118057,0.212106020062991,0.0499910278978182,0.121665440312939,0.126481128293831,0.344169582479175,0.122260754604211,0.280582104658072,-1.01760574879188,-0.687845866763523,-1.32892671211704,-0.934392659595845,-0.284940445939388,-0.146988905225735,-0.289617239318008,-0.175138691767233
